Date,Close,Volume,Stock,pred_sum,Prediction,Confidence_Level,Stop_Loss,Predicted_Change,Predicted_Change_Ratio,Predicted_Next_Date
2021-04-08,6.21999979019165,3091898.0,AIV,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,130.36000061035156,87394440.0,AAPL,3,Up,0.6953445474306742,127.86271405844012,131.80261294827926,0.011066372592615292,2021-04-09
2021-04-08,139.35000610351562,10237997.0,AMAT,3,Up,0.6933717131614685,136.90492096659614,144.50223754685425,0.03697331336685622,2021-04-09
2021-04-08,140.14999389648438,1321009.0,APTV,3,Up,0.7327232956886292,137.02209311912148,142.90240329517323,0.019639026175925566,2021-04-09
2021-04-08,58.13999938964844,1759884.0,ADM,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,311.25,267555.0,ANET,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,132.3699951171875,866576.0,AJG,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,145.32000732421875,390751.0,AIZ,3,Up,0.7187757889429728,142.15111494304995,146.7811355624395,0.010054556596332033,2021-04-09
2021-04-08,98.31999969482422,761495.0,ATO,0,Down,0.6824891964594524,100.67510881472069,96.88649398321638,-0.014580001180403751,2021-04-09
2021-04-08,293.42999267578125,1220409.0,ADSK,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,188.1999969482422,1972488.0,ADP,3,Up,0.7150242726008097,184.349990076393,189.80993601870415,0.008554405401529977,2021-04-09
2021-04-08,1417.1500244140625,137925.0,AZO,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,185.64999389648438,392436.0,AVB,3,Up,0.7263367772102356,180.96257835104277,186.90385018468132,0.006753871960244016,2021-04-09
2021-04-08,191.97000122070312,392560.0,AVY,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,485.4800109863281,1812102.0,AVGO,3,Up,0.7521497209866842,475.9532000139336,491.2581300356071,0.01190186808626756,2021-04-09
2021-04-08,20.709999084472656,13464394.0,BKR,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,87.62999725341797,1511672.0,BLL,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,39.70000076293945,45285921.0,BAC,3,Up,0.7217722535133362,38.86814270799056,40.191960867104804,0.012391941932268162,2021-04-09
2021-04-08,48.0,3077472.0,BK,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,84.0,2174715.0,BAX,1,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,242.8699951171875,1345086.0,BDX,2,-,0.0,0.0,0.0,0.0,2021-04-09
2021-04-08,38.70000076293945,62692357.0,NIO,3,Up,0.7725069920221964,37.374669397091395,40.359181277543975,0.04287288066912434,2021-04-09
